list_T,list_ZERO,list_40,list_90,list_150,list_250
355,0.004064634010488011,0.015773236107394603,0.004389241892495896,0.0019102226302947596,0.0008297035419328605
360,0.004064631544356904,0.01577323610740196,0.004389241892011667,0.001910220681089067,0.0008289992554778077
365,0.0040646296467859045,0.015773236107409327,0.004389241891685213,0.0019102191956446952,0.0008284124345003134
370,0.004064628221398225,0.015773236107416693,0.004389241891465265,0.0019102180637919576,0.0008279236044937268
375,0.004064627121735525,0.015773236107424052,0.004389241891317188,0.0019102172012927681,0.0008275163685163289
380,0.0040646262982352785,0.01577323610743141,0.004389241891217629,0.001910216544138519,0.0008271771837240398
385,0.004064625660827133,0.015773236107438766,0.004389241891150805,0.0019102160434014076,0.000826894655142873
390,0.004064625185291499,0.015773236107446124,0.004389241891106079,0.0019102156618995112,0.0008266593692027107
395,0.00406462481570765,0.015773236107453476,0.004389241891076272,0.0019102153712189278,0.000826463410302411
400,0.004064624541261811,0.015773236107460835,0.004389241891056526,0.0019102151497646883,0.0008263002378529569
405,0.004064624326877475,0.015773236107468194,0.004389241891043575,0.001910214981038344,0.0008261643553067721
410,0.004064624168592688,0.015773236107475566,0.004389241891035206,0.0019102148524995357,0.0008260512199761205
415,0.004064624044165902,0.01577323610748292,0.004389241891029936,0.0019102147545696875,0.0008259570164110977
420,0.004064623952949742,0.015773236107490284,0.004389241891026751,0.0019102146799674518,0.0008258785906484563
425,0.004064623880682375,0.01577323610749764,0.0043892418910249755,0.001910214623132377,0.0008258132950163576
430,0.00406462382816793,0.015773236107505,0.00438924189102415,0.0019102145798371468,0.0008257589404375917
435,0.004064623786157405,0.015773236107512353,0.0043892418910239685,0.0019102145468541645,0.0008257136901325147
440,0.004064623755960455,0.015773236107519708,0.004389241891024219,0.00191021452172943,0.0008256760251698558
445,0.004064623731511662,0.015773236107527084,0.004389241891024765,0.0019102145025896267,0.0008256446716496523
450,0.00406462371417359,0.015773236107534436,0.0043892418910255054,0.0019102144880103035,0.0008256185759164352
455,0.00406462369992556,0.015773236107541787,0.004389241891026382,0.0019102144769042521,0.0008255968546688492
460,0.004064623689989085,0.015773236107549146,0.004389241891027348,0.0019102144684446985,0.0008255787771842976
465,0.0040646236816716825,0.015773236107556512,0.00438924189102837,0.001910214462000702,0.0008255637311309057
470,0.004064623675990303,0.015773236107563884,0.004389241891029438,0.0019102144570924268,0.0008255512098576201
475,0.0040646236711248986,0.015773236107571243,0.004389241891030534,0.0019102144533537442,0.0008255407889623153
480,0.0040646236678859885,0.01577323610757862,0.004389241891031648,0.001910214450506178,0.000825532117227462
485,0.004064623665032722,0.015773236107585978,0.004389241891032772,0.0019102144483372709,0.0008255249005574345
490,0.004064623663193133,0.015773236107593354,0.004389241891033904,0.0019102144466854227,0.0008255188955291029
495,0.004064623661514785,0.015773236107600706,0.00438924189103504,0.001910214445427362,0.0008255138983787482
500,0.004064623660474961,0.015773236107608068,0.004389241891036183,0.0019102144444693048,0.0008255097404227595
