delta,omega_g,omega_r,n
10.0,8.37227235037704e-7,15.41984768539476,0.9902248289346617
11.0,8.544201219084698e-7,15.419847685395325,0.9902248289346227
12.0,-1.53966458494317e-7,15.419847685400148,0.9902248289341183
13.0,2.007754389307696e-6,15.419847685836135,0.9902248289340123
14.0,8.075400134774524,2.846140881898791,0.15611233555054155
15.0,8.280957061897176,2.8309810395135937,0.13779436125546377
16.0,8.484860995199325,2.818646672183759,0.12258276613186275
17.0,8.686790792932236,2.8088203639680818,0.10981272052239058
18.0,8.886535262369382,2.8011827418749826,0.0989881723933633
19.0,9.083957912948568,2.795439043279386,0.08973291610728443
20.0,9.278975862713963,2.7913289578327505,0.08175744606331882
21.0,9.47154404849589,2.7886271074777125,0.07483603802813227
22.0,9.661645911820807,2.787141254777584,0.06879060359950513
23.0,9.849285327482487,2.7867086080203154,0.06347912163926384
24.0,10.034481962065016,2.7871911695613436,0.05878722051536323
25.0,10.217266714812478,2.788472926985904,0.05462196649322922
26.0,10.397678326139891,2.790456146826774,0.050907220993056744
27.0,10.575761928716751,2.793057840536247,0.04758012948360709
28.0,10.751566738635525,2.7962082871118614,0.04458843735451399
29.0,10.925144261649871,2.799848560134381,0.04188841742875255
30.0,11.096548131188877,2.8039287655661296,0.03944325489481592
31.0,11.26583259762516,2.8084062608373594,0.03722177785767799
32.0,11.433051906231256,2.8132455080462235,0.03519745153826367
33.0,11.598260499237327,2.8184158434935176,0.03334757538890302
34.0,11.761511694321046,2.8238915285757424,0.03165263768677021
35.0,11.92285809918867,2.829650602947188,0.03009579329774619
36.0,12.082351066962776,2.8356747846054646,0.028662438482219835
37.0,12.240040831277675,2.8419483389070015,0.027339862687486404
38.0,12.39597612156698,2.8484580869343428,0.026116961812056198
39.0,12.550204283464605,2.8551930632456344,0.02498400085623539
40.0,12.702771126442197,2.8621441198005457,0.023932416479014618
41.0,12.853721043799624,2.86930374040287,0.02295465198147221
42.0,13.003096885414415,2.8766655307078417,0.02204401877322998
43.0,13.150939983769906,2.8842247618109944,0.021194579578776886
44.0,13.29729030962793,2.891977461573165,0.020401049571956608
45.0,13.442186291448804,2.899920675364825,0.019658712363971632
46.0,13.585665165767077,2.9080522070248898,0.01896334834918224
47.0,13.727762591801985,2.916370608078919,0.018311173374991246
48.0,13.86851301686411,2.9248749774176566,0.01769878607179642
49.0,14.007949555525268,2.9335651619387235,0.017123122472849153
50.0,14.146104228829195,2.942441456520573,0.01658141679392754
51.0,14.283007762150758,2.951504298726818,0.01607116743634624
52.0,14.418689787932772,2.960754929063749,0.01559010743206026
53.0,14.55317884963981,2.970194471022943,0.015136178681837432
54.0,14.686502434937616,2.979824797870847,0.014707509438152801
55.0,14.818687006868581,2.9896479048445244,0.014302394575806813
56.0,14.949758030689509,2.9996656474999277,0.013919278261784025
57.0,15.079740106922882,3.009880647158828,0.013556738697709358
58.0,15.208656946044771,3.0202952493455304,0.013213474655133492
59.0,15.336531380309282,3.03091229518968,0.012888293568416831
60.0,15.46338542020932,3.0417342959279825,0.012580100982056674
61.0,15.589240316737554,3.05276419405218,0.012287891179163811
62.0,15.71411648488802,3.0640052206394963,0.012010738843524184
63.0,15.83803379149543,3.075460075272224,0.011747791625951723
64.0,15.961011252133016,3.0871318369437204,0.01149826350575084
65.0,16.08306738537364,3.0990234541421655,0.011261428851730065
66.0,16.20421987136307,3.1111382644804153,0.01103661709869514
67.0,16.32448604620699,3.1234791542956675,0.01082320797008298
68.0,16.44388247492637,3.136048861464532,0.01062062718198908
69.0,16.562425329461842,3.148850473976051,0.010428342574553438
70.0,16.680130076460788,3.1618869662924176,0.010245860624020664
71.0,16.797011865913195,3.175160819245273,0.010072723292313278
72.0,16.91308527320055,3.1886747585804653,0.009908505177773592
73.0,17.028364493997024,3.202431311972851,0.0097528109354858
74.0,17.14286321413165,3.216432845884429,0.009605272937430156
75.0,17.256594713073877,3.2306815625141736,0.009465549148666406
76.0,17.3695719481778,3.2451792961010977,0.009333321196309828
77.0,17.481807524088552,3.2599281340387383,0.00920829261163518
78.0,17.593313534105153,3.2749296451230165,0.009090187228653575
79.0,17.704101837819316,3.2901848512638594,0.008978747722378435
80.0,17.814184076068564,3.3056953219460157,0.008873734273876893
81.0,17.92357135573839,3.3214619214630448,0.008774923349061858
82.0,18.032274629674692,3.337485110170126,0.008682106580401465
83.0,18.140304615619456,3.3537653655673076,0.00859508974196911
84.0,18.247671710818878,3.3703030546829846,0.0085136918077982
85.0,18.35438599427831,3.3870976865418205,0.00843774408732077
86.0,18.460457362238984,3.4041490942752235,0.008367089428919611
87.0,18.56589551667539,3.4214561283889453,0.008301581486448861
88.0,18.670709813279537,3.439018117797115,0.008241084042096794
89.0,18.77490972238853,3.456833587718599,0.008185470381088905
90.0,18.878504030660903,3.4749011668716143,0.008134622712524651
91.0,18.981501711687798,3.4932184159274735,0.008088431633312028
92.0,19.08391139041334,3.5117835522234144,0.008046795630082947
93.0,19.185741565713425,3.5305937950049984,0.008009620616849069
94.0,19.2870005732436,3.549646358203999,0.007976819504115185
95.0,19.38769651917673,3.568938376615448,0.007948311797575236
96.0,19.487837396885272,3.5884664730312843,0.00792402322313107
97.0,19.587431091945856,3.6082268180775534,0.007903885376402325
98.0,19.68648531481166,3.628215440938849,0.00788783539423415
99.0,19.785007597555467,3.6484283259698143,0.007875815646892782
100.0,19.883005187429173,3.668861030141537,0.007867773448275488
101.0,19.980485740035867,3.689509026137698,0.007863660783869547
