delta,omega_g,omega_r,n
10.0,2.232654746379517e-7,16.39046878464295,0.990224828934334
11.0,2.064246811528837e-7,16.39046878464295,0.9902248289343221
12.0,2.8051927486929254e-7,16.39046878464295,0.9902248289343729
13.0,2.8051927486929254e-7,16.39046878464295,0.9902248289343701
14.0,2.8051927486929254e-7,16.39046878464295,0.9902248289343726
15.0,2.8051927486929254e-7,16.39046878464295,0.990224828934373
16.0,2.7502970316021504e-7,16.39046878464295,0.9902248289343677
17.0,2.7502970316021504e-7,16.39046878464295,0.9902248289343702
18.0,2.7502970316021504e-7,16.39046878464295,0.99022482893437
19.0,2.7502970316021504e-7,16.39046878464295,0.9902248289343603
20.0,2.6553255203205423e-7,16.39046878464295,0.9902248289343479
21.0,2.7585975667352253e-7,16.39046878464295,0.9902248289343483
22.0,2.7585975667352253e-7,16.39046878464295,0.990224828934347
23.0,2.7585975667352253e-7,16.39046878464295,0.9902248289343477
24.0,2.7585975667352253e-7,16.39046878464295,0.9902248289343464
25.0,9.445295714578748,4.981487360148807,0.08314532179955735
26.0,9.632132379673594,5.008009757354843,0.07886477826990158
27.0,9.816078389154283,5.035300655602276,0.07508711616938765
28.0,9.997186188253673,5.063364109699142,0.0717474604986186
29.0,10.175518467493706,5.0921901280388795,0.06879176419639645
30.0,10.351144714421848,5.12175794074805,0.06617472487621112
31.0,10.524138829742943,5.152038031189176,0.06385815186687134
32.0,10.694576757922468,5.182995271115249,0.061809676252194905
33.0,10.862535554619205,5.21458967186902,0.06000172429480874
34.0,11.02809221839933,5.246777842338239,0.058410694692232826
35.0,11.191323190184393,5.279513713417937,0.05701629476169137
36.0,11.352303766960091,5.312749518186794,0.05580100143500285
37.0,11.511107892291006,5.346436061976643,0.054749620943350154
38.0,11.667807895751634,5.38052346940012,0.05384892705379829
39.0,11.8224742709383,5.414961794430756,0.05308736222314696
40.0,11.975175742871766,5.449700834558923,0.05245478945235161
41.0,12.125978959132972,5.4846912450614225,0.051942285235664847
42.0,12.274948648094783,5.519884319268398,0.05154196600437518
43.0,12.42214736882723,5.555232812197256,0.05124684202005262
44.0,12.56763565760655,5.5906906678423995,0.051050693879512866
45.0,12.711471866585828,5.626213851100313,0.05094796774079076
46.0,12.853712233776099,5.661760142443568,0.05093368612374189
47.0,12.994410860690595,5.697289629915132,0.05100337172841701
48.0,13.133619683697317,5.732764658073105,0.05115298218178066
49.0,13.271388551442188,5.768149970560116,0.051378853998531884
50.0,13.407765185189826,5.803412924746566,0.051677654340188145
51.0,13.542795212411798,5.838523567141773,0.052046339400451905
52.0,13.6765223335685,5.873454145097242,0.0524821184387642
53.0,13.808988206437752,5.90817984026554,0.05298242264524334
54.0,13.940232530199976,5.9426781181670965,0.053544878148348574
55.0,14.07029317716546,5.976929063000122,0.054167282586759714
56.0,14.199206326376023,6.010914884954448,0.05484758475138186
57.0,14.327006283628888,6.044620180038942,0.05558386688071694
58.0,14.453725779459079,6.078031757279992,0.05637432925045537
59.0,14.579395907558089,6.111138214138738,0.05721727675273904
60.0,14.704046339846961,6.143930221458977,0.05811110720056787
61.0,14.827705224986039,6.176400099405921,0.05905430113138645
62.0,14.95039946110494,6.208541652796425,0.06004541291432948
63.0,15.072154442833934,6.240350671566522,0.06108306299129873
64.0,15.19299462245396,6.271823609919606,0.06216593110600513
65.0,15.312943134138196,6.302958623520162,0.06329275039312637
66.0,15.432021936603872,6.333755096870012,0.06446230221742123
67.0,15.550252156098155,6.364213066639121,0.06567341166641698
68.0,15.667653740456203,6.394333886956873,0.06692494361376962
69.0,15.784245771539485,6.424119738608401,0.06821579927915553
70.0,15.900046505190303,6.4535733343796124,0.0695449132230829
71.0,16.01507328003055,6.482698424341204,0.07091125071933217
72.0,16.12934270025889,6.51149916218283,0.07231380545889832
73.0,16.242870522321066,6.539980664642903,0.07375159754147051
74.0,16.35567179845261,6.5681484931566345,0.07522367171906573
75.0,16.467761039226914,6.59600835193096,0.07672909585989181
76.0,16.579151776969905,6.623567487338557,0.07826695960279995
77.0,16.68985714174636,6.650832796926646,0.07983637318039344
78.0,16.79988973356661,6.677811424257429,0.08143646638772094
79.0,16.909261225698682,6.704512142822503,0.08306638767779144
80.0,17.01798301445911,6.730943232900508,0.0847253033691982
81.0,17.126065837575702,6.757113673385228,0.0864123969489734
82.0,17.23351986898002,6.783033195387721,0.08812686846066414
83.0,17.34035487975269,6.808711345913595,0.08986793396470498
84.0,17.44657998281459,6.834158810087237,0.09163482506139638
85.0,17.55220402394695,6.859386343423754,0.09342678846912152
86.0,17.657235150337165,6.8844051380889475,0.0952430856485524
87.0,17.76168118769181,6.909227090123851,0.09708299246654865
